review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len,detected_lang
Good product and easy Setup.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,2,5,English
Quality Service at best price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5,English
Fantastic juicer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}",0.5574,2,2,Other/Mixed
सॉफ्टवेअर अपडेट नंतर हँग होत आहे.,2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6,Marathi
Bad service,2.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2,English
Great seller,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,Other/Mixed
Excellent buy at the affordable cost,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,6,English
Works Perfectly with CRT TV. No better option than this.,5.0,10,0,1,,Positive,"{'neg': 0.135, 'neu': 0.429, 'pos': 0.436, 'compound': 0.7096}",0.7096,2,10,English
ESET-I am happy,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3,English
Slightly disappointed,2.0,2,0,1,,Negative,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4228}",-0.4228,0,2,English
Very Usefull buy - will make ur wife happy...,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,9,English
Neptune,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1,Other/Mixed
Tv review,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2,Other/Mixed
Works well,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,2,2,English
Best buy!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.6696}",0.6696,2,2,English
Great Product! Value for money.,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.306, 'pos': 0.694, 'compound': 0.7777}",0.7777,2,5,English
Best In class,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3,English
Terrific Purchase considering the Price Point !!!,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.6093}",0.6093,2,7,English
DO NOT WASTE YR MONEY ON THIS !!!,1.0,8,0,1,,Negative,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.579}",0.579,0,8,English
Worth every penny,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,2,3,English
Stopped Working After 5 mins!,2.0,5,0,1,,Negative,"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.2942}",-0.2942,0,5,English
Terrible product,1.0,2,0,1,,Negative,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,2,Other/Mixed
"Best quality, easy to use. 100% satisfaction.",5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.875}",0.875,2,7,English
An absolute beast!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
I love this product! It works perfectly and the quality is amazing! 😍👍,5.0,13,0,0,😍👍,Positive,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.9298}",0.9298,2,13,English
Very very bad and worthless TV and I feel bad service TV,1.0,12,0,1,,Negative,"{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.9063}",-0.9063,0,12,English
NYC product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
Thanks,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,2,1,English
Perfect product !,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6114}",0.6114,2,3,English
Badly disappointed,2.0,2,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7351}",-0.7351,0,2,English
Classy Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Very nice solo microwave,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,2,4,English
Recamended Product,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2,English
Best sewing machine,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3,Other/Mixed
Awesome product..,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Works excellent,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2,English
terrific,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,2,1,Other/Mixed
Working good worth in price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,2,5,English
LOVED IT,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2,Other/Mixed
"आवडलं नाही, परत केलं मी.",1.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5,Marathi
Waste of money!,1.0,3,0,1,,Negative,"{'neg': 0.607, 'neu': 0.393, 'pos': 0.0, 'compound': -0.4753}",-0.4753,0,3,English
"Does what it says, Amazing service from Flipkart",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.5859,2,8,English
A Good Ball To Buy,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,5,English
Gud experience with filpkart,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,English
"आवाज बहुत साफ़ है, बेस्ट ब्लूटूथ स्पीकर।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,Hindi
Not reliable and bad quality product.,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.431}",0.431,0,6,English
Works very well as a repeater,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.3384}",0.3384,2,6,English
फोटो जैसा दिख रहा था वैसा नहीं है।,2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8,Hindi
Wonderful- Excellent,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8126}",0.8126,2,2,Other/Mixed
BEST IN THE MARKET,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4,English
Good and Vaule for Money,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5,English
Smart Microwave,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,2,2,English
Must buy! Working as designed and as described,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8,English
"Good set, safely packed, but really small bowls",3.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4678}",0.4678,2,8,English
Best in the market at this price range,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8,English
Don't buy this. It will stop working on 11th day.,1.0,10,0,1,,Negative,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,0,10,English
Good product and good delivery service,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,2,6,English
Good product if you have guts,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6,English
Just go for it,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,English
BAD PRODUCT,4.0,2,0,1,,Positive,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,2,2,Other/Mixed
Just okay,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2,Other/Mixed
Worth in this price,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,2,4,English
"Terrific, More than I expected.",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.4767,2,5,English
i love it,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,3,Other/Mixed
Good but could have been better,3.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,2,6,English
Very hard n heavy,3.0,4,0,1,,Negative,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.1761}",-0.1761,0,4,English
best product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,2,English
"Good, but very costly",2.0,4,0,1,,Negative,"{'neg': 0.341, 'neu': 0.334, 'pos': 0.326, 'compound': -0.0231}",-0.0231,0,4,English
मटेरियल खूप हलक्या प्रतीचे आहे.,1.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5,Marathi
Hardground football,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
Too Noisy. Dont Buy. Full Stop.,1.0,6,0,1,,Negative,"{'neg': 0.224, 'neu': 0.527, 'pos': 0.249, 'compound': 0.0485}",0.0485,0,6,English
5 Star Product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
Best in the market!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.6696}",0.6696,2,4,English
Met Expectations,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2,English
"बिल्कुल रिकमेंड करूँगा, बेस्ट चॉइस।",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,Hindi
Good Deal,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Hated it!,1.0,2,0,1,,Negative,"{'neg': 0.818, 'neu': 0.182, 'pos': 0.0, 'compound': -0.6696}",-0.6696,0,2,English
Awesome cooler,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Great Microwave!,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,2,2,English
food processor,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
Super!Excelleant product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
"बहुत कंफर्टेबल है, पहनकर अच्छा लगा।",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6,Hindi
Good security for PC,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.6486}",0.6486,2,4,English
"product okk hai, but packaging was bad 😕",3.0,8,0,0,😕,Negative,"{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.6956}",-0.6956,0,8,English
You need to shell out another Rs. 7000 for installation,4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,10,English
Micro,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1,Other/Mixed
Good not best,4.0,3,0,1,,Positive,"{'neg': 0.463, 'neu': 0.138, 'pos': 0.399, 'compound': -0.12}",-0.12,2,3,Other/Mixed
Neptune FX1 Dishwasher,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
"बकवास प्रॉडक्ट, वापरून बघू नका! Very bad quality.",1.0,8,0,0,,Negative,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.623}",-0.623,0,8,Marathi
BAD Clarity,2.0,2,0,1,,Negative,"{'neg': 0.611, 'neu': 0.0, 'pos': 0.389, 'compound': -0.368}",-0.368,0,2,English
Much better than hand wash.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",0.7269,2,5,English
Must buy! It's an excellent product.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6114}",0.6114,2,6,English
Great Mixer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Basic appliance for reheating. Body heats up in 10mins,3.0,9,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,9,English
Over all good !!,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.5399}",0.5399,2,4,English
very bad product,1.0,3,0,1,,Negative,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,3,English
Best Sewing machine.,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3,Other/Mixed
"Quality is best, नक्की खरेदी करा, आवडलं मला.",5.0,8,0,0,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8,Marathi + English (Mixed)
Item is good but Delhivery courier service worst.,1.0,8,0,1,,Negative,"{'neg': 0.415, 'neu': 0.441, 'pos': 0.143, 'compound': -0.6908}",-0.6908,0,8,English
Warranty is fake,1.0,3,0,1,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3,English
Excellent Service,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2,Other/Mixed
Excellent Solo Microwave - Perfect size - Perfect price,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.9022}",0.9022,2,9,English
"Timely delivery , next day Installation a top class service",4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,2,10,English
"Superb experience, will buy again! ❤️",5.0,6,0,0,❤,Positive,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.6588}",0.6588,2,6,English
Awesome same as explained,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4,English
Could be way better,2.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,0,4,English
alam,2.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1,Other/Mixed
Burning Smell,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2,Other/Mixed
"साइज बहुत छोटा है, फिट नहीं हुआ।",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,Hindi
Product quality is low,1.0,4,0,1,,Negative,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0,4,English
"पॅकिंग खूप भारी होतं, सुरक्षित मिळालं.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6,Marathi
this model has issue in wifi,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6,English
Don't waste your money,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.3252}",0.3252,0,4,English
Great buy,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
"The product is okay, but the delivery was late 🚚⌛",3.0,10,0,0,🚚⌛,Positive,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.1154}",0.1154,2,10,English
good product but not best,4.0,5,0,1,,Positive,"{'neg': 0.479, 'neu': 0.316, 'pos': 0.205, 'compound': -0.5577}",-0.5577,2,5,English
Real Performer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
"Worth every penny, Just got for it.",5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,2,7,English
Good!!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5399}",0.5399,2,1,Other/Mixed
MI means TRUST from now on...,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.6166}",0.6166,2,6,English
Very Good product!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.54}",0.54,2,3,English
नेहमीप्रमाणे बेस्ट सर्व्हिस.,5.0,3,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,Marathi
Best among the water purifiers in this segment...,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8,English
Good Stuff with Reasonable Price Only in Flipkart,4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,2,8,English
genuine product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,Other/Mixed
Satisfactory performance. bit noisy though,4.0,5,0,1,,Positive,"{'neg': 0.236, 'neu': 0.417, 'pos': 0.347, 'compound': 0.2023}",0.2023,2,5,English
Beast in this Range!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,English
Good One,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Worth it,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2,English
"पसंद नहीं आया, मैंने वापस कर दिया।",1.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7,Hindi
"चांगली खरेदी, मी समाधानी आहे.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5,Marathi
Bajaj Food Processeor,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3,English
Regular usage not good.,2.0,4,0,1,,Negative,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,4,English
Need of these days.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,English
"खूप छान प्रॉडक्ट आहे, आवडलं! ✨",5.0,6,0,0,✨,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6,Marathi
Easy to grind..!!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.5399}",0.5399,2,3,English
"Black color is not good.. size, fitting and elastic are good",4.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,2,11,English
Great product for offered price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5,English
nice product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2,Other/Mixed
"खूप फास्ट डिलिव्हरी, थँक्स!",5.0,4,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4,Marathi
why is this so overpriced at Flipkart,3.0,7,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,7,English
pre-install windows 11,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3,English
Excellent Router compare to TP-Link TL-WR841 N 300,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,2,8,English
Great Product from Samsung!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.6588}",0.6588,2,4,English
very useful,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,2,2,English
Hats off,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2,English
Simply awesome.,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2,English
Good one,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2,English
Not great,2.0,2,0,1,,Negative,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5096}",-0.5096,0,2,English
Well!!!,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4545}",0.4545,2,1,Other/Mixed
Buget food processor with good quality.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6,English
Excellent water purifier,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3,English
Great Product  as expected,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4,English
"Bahut badhiya product hai, delivery fast hoti.",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7,English
Super! GOOD PRODUCT,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.113, 'pos': 0.887, 'compound': 0.8327}",0.8327,2,3,Other/Mixed
Good product for the price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5,English
Not fixed on TV HDMI Slot due to unavailability of space,3.0,11,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,11,English
Good for its price,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4,English
Worth deal!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.2942}",0.2942,2,2,English
2 weeks still no installation,1.0,5,0,1,,Negative,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,0,5,English
चार्जिंगला खूप वेळ लागतो.,2.0,4,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4,Marathi
"खूप महाग आहे, परवडत नाही.",2.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5,Marathi
gorgeous juicer that works wonders!!!!!!,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.7326}",0.7326,2,5,English
Not Worth,4.0,2,0,1,,Positive,"{'neg': 0.625, 'neu': 0.375, 'pos': 0.0, 'compound': -0.1695}",-0.1695,2,2,English
Great deal and awesome service by Flipkart,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.8481}",0.8481,2,7,English
Loved it,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2,English
worth buying,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2,English
Not good,2.0,2,0,1,,Negative,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,2,Other/Mixed
Easy to Use,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3,English
Poor Signal,3.0,2,0,1,,Negative,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,2,Other/Mixed
